cluster_id,num_officers,hour,daily_avg,tier1,tier2,peak_hour,prevention_rate
117,2,22,23.253333333333334,1,0,0,0.25919660103975894
117,3,6,23.253333333333334,1,0,0,0.33507673503677315
117,3,8,23.253333333333334,1,0,1,0.5280510328957679
117,3,10,23.253333333333334,1,0,1,0.549799601142833
117,3,12,23.253333333333334,1,0,1,0.4926695951367867
117,3,14,23.253333333333334,1,0,1,0.535691315915681
117,3,16,23.253333333333334,1,0,1,0.5100154410019054
117,3,18,23.253333333333334,1,0,1,0.4697452098157951
117,3,20,23.253333333333334,1,0,0,0.39738082422033655
117,3,22,23.253333333333334,1,0,0,0.4444464626586388
117,4,6,23.253333333333334,1,0,0,0.460966958435602
117,4,8,23.253333333333334,1,0,1,0.6609857462325603
117,4,10,23.253333333333334,1,0,1,0.49361019583641025
117,4,12,23.253333333333334,1,0,1,0.631276100175009
117,4,14,23.253333333333334,1,0,1,0.6018818827295269
117,4,16,23.253333333333334,1,0,1,0.5864397059813653
117,4,18,23.253333333333334,1,0,1,0.6020704310614201
117,4,20,23.253333333333334,1,0,0,0.3828972434159643
117,4,22,23.253333333333334,1,0,0,0.45361312448649954
117,5,6,23.253333333333334,1,0,0,0.5344845028604699
117,5,8,23.253333333333334,1,0,1,0.7323157617896606
117,5,10,23.253333333333334,1,0,1,0.6524691912690541
117,5,12,23.253333333333334,1,0,1,0.6408602558842725
117,5,14,23.253333333333334,1,0,1,0.6531297182566186
117,5,16,23.253333333333334,1,0,1,0.709816084708083
117,5,18,23.253333333333334,1,0,1,0.6863500443863874
117,5,20,23.253333333333334,1,0,0,0.4990095918493184
117,5,22,23.253333333333334,1,0,0,0.5407306973245343
87,1,6,13.566666666666666,1,0,0,0.22785810197392162
87,1,8,13.566666666666666,1,0,1,0.3285957996213156
87,1,10,13.566666666666666,1,0,1,0.2617678762449059
87,1,12,13.566666666666666,1,0,1,0.2767435141360893
87,1,14,13.566666666666666,1,0,1,0.2741656738747137
87,1,16,13.566666666666666,1,0,1,0.23130940207471526
87,1,18,13.566666666666666,1,0,1,0.30169481108258306
87,1,20,13.566666666666666,1,0,0,0.23441721088719558
87,1,22,13.566666666666666,1,0,0,0.22417953826569845
87,2,6,13.566666666666666,1,0,0,0.29406651466499417
87,2,8,13.566666666666666,1,0,1,0.33608517031798346
87,2,10,13.566666666666666,1,0,1,0.3758741870893857
87,2,12,13.566666666666666,1,0,1,0.37899141933892927
87,2,14,13.566666666666666,1,0,1,0.3606089092311353
87,2,16,13.566666666666666,1,0,1,0.3862485715333597
87,2,18,13.566666666666666,1,0,1,0.4088620342725816
87,2,20,13.566666666666666,1,0,0,0.37889743604842124
87,2,22,13.566666666666666,1,0,0,0.3104331125132736
87,3,6,13.566666666666666,1,0,0,0.3932270156289106
87,3,8,13.566666666666666,1,0,1,0.49257216336935333
87,3,10,13.566666666666666,1,0,1,0.41879915138803836
87,3,12,13.566666666666666,1,0,1,0.49448944498203135
87,3,14,13.566666666666666,1,0,1,0.49795920839764113
87,3,16,13.566666666666666,1,0,1,0.5940796844994115
87,3,18,13.566666666666666,1,0,1,0.48785556140875513
87,3,20,13.566666666666666,1,0,0,0.3949868936933445
87,3,22,13.566666666666666,1,0,0,0.38153652921179027
87,4,6,13.566666666666666,1,0,0,0.41565287849521876
87,4,8,13.566666666666666,1,0,1,0.6441129125806009
87,4,10,13.566666666666666,1,0,1,0.628477321307471
87,4,12,13.566666666666666,1,0,1,0.6300412778817219
87,4,14,13.566666666666666,1,0,1,0.5620245018082105
87,4,16,13.566666666666666,1,0,1,0.654511772437444
87,4,18,13.566666666666666,1,0,1,0.5423259574883088
87,4,20,13.566666666666666,1,0,0,0.48587428375201086
87,4,22,13.566666666666666,1,0,0,0.5500182250323992
87,5,6,13.566666666666666,1,0,0,0.4805785469947725
87,5,8,13.566666666666666,1,0,1,0.6505480908158892
87,5,10,13.566666666666666,1,0,1,0.6771860546035057
87,5,12,13.566666666666666,1,0,1,0.653060973835352
87,5,14,13.566666666666666,1,0,1,0.6111734627573547
87,5,16,13.566666666666666,1,0,1,0.6759425189922411
87,5,18,13.566666666666666,1,0,1,0.6307078514509559
87,5,20,13.566666666666666,1,0,0,0.5391436972254072
87,5,22,13.566666666666666,1,0,0,0.48342303063064784
469,1,6,16.9,1,0,0,0.2859723762007016
469,1,8,16.9,1,0,1,0.2585198683065505
469,1,10,16.9,1,0,1,0.276967539351773
469,1,12,16.9,1,0,1,0.32239068869478676
469,1,14,16.9,1,0,1,0.2406154273426418
469,1,16,16.9,1,0,1,0.2989483973841652
469,1,18,16.9,1,0,1,0.3421357101712971
469,1,20,16.9,1,0,0,0.1596756706175509
469,1,22,16.9,1,0,0,0.23136035434129218
469,2,6,16.9,1,0,0,0.313845311769937
469,2,8,16.9,1,0,1,0.42397291487109245
469,2,10,16.9,1,0,1,0.34322197156487677
469,2,12,16.9,1,0,1,0.339881735476629
469,2,14,16.9,1,0,1,0.41357766262467593
469,2,16,16.9,1,0,1,0.4045793869293275
469,2,18,16.9,1,0,1,0.4027197140138351
469,2,20,16.9,1,0,0,0.3173079283798791
469,2,22,16.9,1,0,0,0.2762490111368604
469,3,6,16.9,1,0,0,0.3922151478864402
469,3,8,16.9,1,0,1,0.5072728989319473
469,3,10,16.9,1,0,1,0.4669759432789453
469,3,12,16.9,1,0,1,0.5701809804457904
469,3,14,16.9,1,0,1,0.5145033168364715
469,3,16,16.9,1,0,1,0.4478978601118941
469,3,18,16.9,1,0,1,0.5218121443453533
469,3,20,16.9,1,0,0,0.34393773319090715
469,3,22,16.9,1,0,0,0.4144083841496981
469,4,6,16.9,1,0,0,0.5087438231602962
469,4,8,16.9,1,0,1,0.5655727072659317
469,4,10,16.9,1,0,1,0.636935045169773
469,4,12,16.9,1,0,1,0.61491123707746
469,4,14,16.9,1,0,1,0.6312824063997796
469,4,16,16.9,1,0,1,0.6742717193061579
469,4,18,16.9,1,0,1,0.5885844753598852
469,4,20,16.9,1,0,0,0.43225055342570046
469,4,22,16.9,1,0,0,0.4268194228149791
469,5,6,16.9,1,0,0,0.48756758860138244
469,5,8,16.9,1,0,1,0.6701159316234359
469,5,10,16.9,1,0,1,0.6868460789926658
469,5,12,16.9,1,0,1,0.6842676319732007
469,5,14,16.9,1,0,1,0.706287329961441
469,5,16,16.9,1,0,1,0.6737200756751163
469,5,18,16.9,1,0,1,0.7313413630862927
469,5,20,16.9,1,0,0,0.5096137266704818
469,5,22,16.9,1,0,0,0.6290067666635848
436,1,6,16.68,1,0,0,0.24900169391060026
436,1,8,16.68,1,0,1,0.2555636977433487
436,1,10,16.68,1,0,1,0.2470143000775555
436,1,12,16.68,1,0,1,0.3091488966097274
436,1,14,16.68,1,0,1,0.28091148858696596
436,1,16,16.68,1,0,1,0.31841001976368366
436,1,18,16.68,1,0,1,0.30877950498294177
436,1,20,16.68,1,0,0,0.2210618434937251
436,1,22,16.68,1,0,0,0.1901032512772638
436,2,6,16.68,1,0,0,0.24285611101256546
436,2,8,16.68,1,0,1,0.3748394019173192
436,2,10,16.68,1,0,1,0.42695595177293894
436,2,12,16.68,1,0,1,0.40126374976520823
436,2,14,16.68,1,0,1,0.3428704488515205
436,2,16,16.68,1,0,1,0.39962723703404734
436,2,18,16.68,1,0,1,0.4081126951891535
436,2,20,16.68,1,0,0,0.26809570255195475
436,2,22,16.68,1,0,0,0.30959900423782116
436,3,6,16.68,1,0,0,0.38525334873784
436,3,8,16.68,1,0,1,0.44983118808677514
436,3,10,16.68,1,0,1,0.5098614944139314
436,3,12,16.68,1,0,1,0.5179813810547295
436,3,14,16.68,1,0,1,0.5388720497270111
436,3,16,16.68,1,0,1,0.5377020820813961
436,3,18,16.68,1,0,1,0.4404432252817164
436,3,20,16.68,1,0,0,0.3454119984033951
436,3,22,16.68,1,0,0,0.4035264106883464
436,4,6,16.68,1,0,0,0.4829514380364884
436,4,8,16.68,1,0,1,0.6190019074522419
436,4,10,16.68,1,0,1,0.7525092596261889
436,4,12,16.68,1,0,1,0.6212356204277267
436,4,14,16.68,1,0,1,0.643822625607224
436,4,16,16.68,1,0,1,0.6365600705397282
436,4,18,16.68,1,0,1,0.6244556500522319
436,4,20,16.68,1,0,0,0.4497892302143862
436,4,22,16.68,1,0,0,0.49275876881973074
436,5,6,16.68,1,0,0,0.48928699141849713
436,5,8,16.68,1,0,1,0.6637272557303997
436,5,10,16.68,1,0,1,0.6537854580868359
436,5,12,16.68,1,0,1,0.676474965575453
436,5,14,16.68,1,0,1,0.7657863426669403
436,5,16,16.68,1,0,1,0.59850939229633
436,5,18,16.68,1,0,1,0.7006504076149805
436,5,20,16.68,1,0,0,0.45569136515241393
436,5,22,16.68,1,0,0,0.5013227253684227
545,1,6,13.386666666666667,1,0,0,0.26753302387869465
545,1,8,13.386666666666667,1,0,1,0.2924212007638185
545,1,10,13.386666666666667,1,0,1,0.24674020888282774
545,1,12,13.386666666666667,1,0,1,0.2612378516296013
545,1,14,13.386666666666667,1,0,1,0.317033909957387
545,1,16,13.386666666666667,1,0,1,0.2606353347313145
545,1,18,13.386666666666667,1,0,1,0.298508343583279
545,1,20,13.386666666666667,1,0,0,0.22579787359615255
545,1,22,13.386666666666667,1,0,0,0.19791098609576732
545,2,6,13.386666666666667,1,0,0,0.38920776357301307
545,2,8,13.386666666666667,1,0,1,0.4180567608927205
545,2,10,13.386666666666667,1,0,1,0.31169429653369574
545,2,12,13.386666666666667,1,0,1,0.40015817259077713
545,2,14,13.386666666666667,1,0,1,0.36622854140926453
545,2,16,13.386666666666667,1,0,1,0.426797333391849
545,2,18,13.386666666666667,1,0,1,0.36099917046269203
545,2,20,13.386666666666667,1,0,0,0.2988605423413241
545,2,22,13.386666666666667,1,0,0,0.3236494911592183
545,3,6,13.386666666666667,1,0,0,0.4175552077668049
545,3,8,13.386666666666667,1,0,1,0.447538143717769
545,3,10,13.386666666666667,1,0,1,0.48216995056636214
545,3,12,13.386666666666667,1,0,1,0.4765521875535618
545,3,14,13.386666666666667,1,0,1,0.4694168306970516
545,3,16,13.386666666666667,1,0,1,0.5661681696112439
545,3,18,13.386666666666667,1,0,1,0.5117492684384383
545,3,20,13.386666666666667,1,0,0,0.33248964182659824
545,3,22,13.386666666666667,1,0,0,0.4196394778821911
545,4,6,13.386666666666667,1,0,0,0.5472862478805054
545,4,8,13.386666666666667,1,0,1,0.6396986104220459
545,4,10,13.386666666666667,1,0,1,0.5376252013618396
545,4,12,13.386666666666667,1,0,1,0.57903063708535
545,4,14,13.386666666666667,1,0,1,0.6490764459674649
545,4,16,13.386666666666667,1,0,1,0.5700932213752488
545,4,18,13.386666666666667,1,0,1,0.6161527771258491
545,4,20,13.386666666666667,1,0,0,0.4933853621371735
545,4,22,13.386666666666667,1,0,0,0.4253227811368767
545,5,6,13.386666666666667,1,0,0,0.5178189857575279
545,5,8,13.386666666666667,1,0,1,0.5435493063972371
545,5,10,13.386666666666667,1,0,1,0.6322244943466284
545,5,12,13.386666666666667,1,0,1,0.6630972739442736
545,5,14,13.386666666666667,1,0,1,0.6232886727214061
545,5,16,13.386666666666667,1,0,1,0.7384964521572654
545,5,18,13.386666666666667,1,0,1,0.6159943448815747
545,5,20,13.386666666666667,1,0,0,0.5025982205321207
545,5,22,13.386666666666667,1,0,0,0.5254296230914437
528,1,6,14.533333333333333,1,0,0,0.28162593156264465
528,1,8,14.533333333333333,1,0,1,0.23241551395282242
528,1,10,14.533333333333333,1,0,1,0.3363765500861984
528,1,12,14.533333333333333,1,0,1,0.29025932244078345
528,1,14,14.533333333333333,1,0,1,0.25058965395808197
528,1,16,14.533333333333333,1,0,1,0.3083341389705308
528,1,18,14.533333333333333,1,0,1,0.2978123878229388
528,1,20,14.533333333333333,1,0,0,0.1999663249136482
528,1,22,14.533333333333333,1,0,0,0.22676708339960078
528,2,6,14.533333333333333,1,0,0,0.28803745612552967
528,2,8,14.533333333333333,1,0,1,0.39724069381004995
528,2,10,14.533333333333333,1,0,1,0.41918522698084193
528,2,12,14.533333333333333,1,0,1,0.45614067264581415
528,2,14,14.533333333333333,1,0,1,0.34318738004692606
528,2,16,14.533333333333333,1,0,1,0.4780213349862507
528,2,18,14.533333333333333,1,0,1,0.31461648801909997
528,2,20,14.533333333333333,1,0,0,0.2973785961985767
528,2,22,14.533333333333333,1,0,0,0.3269826882593831
528,3,6,14.533333333333333,1,0,0,0.3941646747094013
528,3,8,14.533333333333333,1,0,1,0.4706420192071763
528,3,10,14.533333333333333,1,0,1,0.48722510998570906
528,3,12,14.533333333333333,1,0,1,0.47582996261364674
528,3,14,14.533333333333333,1,0,1,0.47197540972223156
528,3,16,14.533333333333333,1,0,1,0.529534083880841
528,3,18,14.533333333333333,1,0,1,0.509830619438602
528,3,20,14.533333333333333,1,0,0,0.35520861618957383
528,3,22,14.533333333333333,1,0,0,0.41890899501733003
528,4,6,14.533333333333333,1,0,0,0.4746919808350644
528,4,8,14.533333333333333,1,0,1,0.6309144847535585
528,4,10,14.533333333333333,1,0,1,0.6235851536769446
528,4,12,14.533333333333333,1,0,1,0.5652401995631171
528,4,14,14.533333333333333,1,0,1,0.5759927583921213
528,4,16,14.533333333333333,1,0,1,0.6282917442049305
528,4,18,14.533333333333333,1,0,1,0.6228148106173387
528,4,20,14.533333333333333,1,0,0,0.4615639362414341
528,4,22,14.533333333333333,1,0,0,0.4670930953323513
528,5,6,14.533333333333333,1,0,0,0.571306595831537
528,5,8,14.533333333333333,1,0,1,0.6495371444465668
528,5,10,14.533333333333333,1,0,1,0.6950838952468016
528,5,12,14.533333333333333,1,0,1,0.6651122939026443
528,5,14,14.533333333333333,1,0,1,0.6644927518709112
528,5,16,14.533333333333333,1,0,1,0.7171510740794876
528,5,18,14.533333333333333,1,0,1,0.7062166539595212
528,5,20,14.533333333333333,1,0,0,0.5527403854400256
528,5,22,14.533333333333333,1,0,0,0.5724191522861731
491,1,6,13.086666666666666,1,0,0,0.22481515366531038
491,1,8,13.086666666666666,1,0,1,0.31712811885179853
491,1,10,13.086666666666666,1,0,1,0.27743932973626173
491,1,12,13.086666666666666,1,0,1,0.3028166540995377
491,1,14,13.086666666666666,1,0,1,0.2846442778252926
491,1,16,13.086666666666666,1,0,1,0.29372983859970875
491,1,18,13.086666666666666,1,0,1,0.31365628101747656
491,1,20,13.086666666666666,1,0,0,0.1912461726706611
491,1,22,13.086666666666666,1,0,0,0.3076704910274184
491,2,6,13.086666666666666,1,0,0,0.263209304740012
491,2,8,13.086666666666666,1,0,1,0.34413245548849075
491,2,10,13.086666666666666,1,0,1,0.43902443494000276
491,2,12,13.086666666666666,1,0,1,0.4243665077585175
491,2,14,13.086666666666666,1,0,1,0.41766479268208623
491,2,16,13.086666666666666,1,0,1,0.41783382037057126
491,2,18,13.086666666666666,1,0,1,0.39221012908612346
491,2,20,13.086666666666666,1,0,0,0.2675598251405668
491,2,22,13.086666666666666,1,0,0,0.3064821823277491
491,3,6,13.086666666666666,1,0,0,0.35583853153951556
491,3,8,13.086666666666666,1,0,1,0.5345547893367101
491,3,10,13.086666666666666,1,0,1,0.4896677047399145
491,3,12,13.086666666666666,1,0,1,0.4625301121282996
491,3,14,13.086666666666666,1,0,1,0.4826945663338803
491,3,16,13.086666666666666,1,0,1,0.512067258171025
491,3,18,13.086666666666666,1,0,1,0.47300101788784105
491,3,20,13.086666666666666,1,0,0,0.3500361841773428
491,3,22,13.086666666666666,1,0,0,0.3926724884596765
491,4,6,13.086666666666666,1,0,0,0.47219866284434897
491,4,8,13.086666666666666,1,0,1,0.5781222729851548
491,4,10,13.086666666666666,1,0,1,0.5795584677752671
491,4,12,13.086666666666666,1,0,1,0.6076819974943055
491,4,14,13.086666666666666,1,0,1,0.5404766263401071
491,4,16,13.086666666666666,1,0,1,0.5421014490249378
491,4,18,13.086666666666666,1,0,1,0.5696622311499026
491,4,20,13.086666666666666,1,0,0,0.45386211393152615
491,4,22,13.086666666666666,1,0,0,0.47483630262392024
491,5,6,13.086666666666666,1,0,0,0.5792142486779821
491,5,8,13.086666666666666,1,0,1,0.7075063849280808
491,5,10,13.086666666666666,1,0,1,0.6668024588014629
491,5,12,13.086666666666666,1,0,1,0.6724393516838925
491,5,14,13.086666666666666,1,0,1,0.6330988254144877
491,5,16,13.086666666666666,1,0,1,0.6724594745603044
491,5,18,13.086666666666666,1,0,1,0.6616536544431945
491,5,20,13.086666666666666,1,0,0,0.5331087424135236
491,5,22,13.086666666666666,1,0,0,0.48711076225790706
410,1,6,16.24,1,0,0,0.2447488605696469
410,1,8,16.24,1,0,1,0.3511595565201031
410,1,10,16.24,1,0,1,0.2854995940617257
410,1,12,16.24,1,0,1,0.3059184688839577
410,1,14,16.24,1,0,1,0.3174557596684445
410,1,16,16.24,1,0,1,0.27380118112456653
410,1,18,16.24,1,0,1,0.2988136992724167
410,1,20,16.24,1,0,0,0.2244786960312718
410,1,22,16.24,1,0,0,0.22788204394195327
410,2,6,16.24,1,0,0,0.2725296086457814
410,2,8,16.24,1,0,1,0.3936804069703578
410,2,10,16.24,1,0,1,0.41261993164981803
410,2,12,16.24,1,0,1,0.4507457443118017
410,2,14,16.24,1,0,1,0.4310708330434083
410,2,16,16.24,1,0,1,0.47882729830046233
410,2,18,16.24,1,0,1,0.3620060974844781
410,2,20,16.24,1,0,0,0.33834282546882716
410,2,22,16.24,1,0,0,0.3107836802295341
410,3,6,16.24,1,0,0,0.47051711732870694
410,3,8,16.24,1,0,1,0.463218068585794
410,3,10,16.24,1,0,1,0.461961126312769
410,3,12,16.24,1,0,1,0.4715742941822392
410,3,14,16.24,1,0,1,0.41059417102760776
410,3,16,16.24,1,0,1,0.4745197991327696
410,3,18,16.24,1,0,1,0.46518469353785213
410,3,20,16.24,1,0,0,0.38894075145904833
410,3,22,16.24,1,0,0,0.3965952390310864
410,4,6,16.24,1,0,0,0.5374468335686355
410,4,8,16.24,1,0,1,0.6364169535274421
410,4,10,16.24,1,0,1,0.5753238537735039
410,4,12,16.24,1,0,1,0.5624634131460657
410,4,14,16.24,1,0,1,0.6180767668602603
410,4,16,16.24,1,0,1,0.5455906717191743
410,4,18,16.24,1,0,1,0.6716583506341742
410,4,20,16.24,1,0,0,0.5095776048288515
410,4,22,16.24,1,0,0,0.44363297391581186
410,5,6,16.24,1,0,0,0.4516746188363649
410,5,8,16.24,1,0,1,0.7273548949666165
410,5,10,16.24,1,0,1,0.6686184061898953
410,5,12,16.24,1,0,1,0.7227126524789385
410,5,14,16.24,1,0,1,0.6094228936482253
410,5,16,16.24,1,0,1,0.649224999081849
410,5,18,16.24,1,0,1,0.6734097479887273
410,5,20,16.24,1,0,0,0.5220792237505897
410,5,22,16.24,1,0,0,0.5021973811408302
130,1,6,9.313333333333333,1,0,0,0.24888899729389996
130,1,8,9.313333333333333,1,0,1,0.24714518282469622
130,1,10,9.313333333333333,1,0,1,0.28415482059914826
130,1,12,9.313333333333333,1,0,1,0.29466182526847595
130,1,14,9.313333333333333,1,0,1,0.31042755336234995
130,1,16,9.313333333333333,1,0,1,0.3183145951235556
130,1,18,9.313333333333333,1,0,1,0.24486431632648523
130,1,20,9.313333333333333,1,0,0,0.1626104331705751
130,1,22,9.313333333333333,1,0,0,0.2750820728759404
130,2,6,9.313333333333333,1,0,0,0.3167425604791837
130,2,8,9.313333333333333,1,0,1,0.36276053853773793
130,2,10,9.313333333333333,1,0,1,0.454746079020901
130,2,12,9.313333333333333,1,0,1,0.3973269853717144
130,2,14,9.313333333333333,1,0,1,0.4398718873625531
130,2,16,9.313333333333333,1,0,1,0.3954007392564044
130,2,18,9.313333333333333,1,0,1,0.4751299169952795
130,2,20,9.313333333333333,1,0,0,0.37366363369772826
130,2,22,9.313333333333333,1,0,0,0.2934914340608371
130,3,6,9.313333333333333,1,0,0,0.4217878380381742
130,3,8,9.313333333333333,1,0,1,0.5213650379834059
130,3,10,9.313333333333333,1,0,1,0.550295262301294
130,3,12,9.313333333333333,1,0,1,0.4569530615767959
130,3,14,9.313333333333333,1,0,1,0.5229920583999377
130,3,16,9.313333333333333,1,0,1,0.5378869794739836
130,3,18,9.313333333333333,1,0,1,0.4252004205430755
130,3,20,9.313333333333333,1,0,0,0.33559465949336903
130,3,22,9.313333333333333,1,0,0,0.301355712889596
130,4,6,9.313333333333333,1,0,0,0.4516237266222177
130,4,8,9.313333333333333,1,0,1,0.6271016902318385
130,4,10,9.313333333333333,1,0,1,0.6584942820838412
130,4,12,9.313333333333333,1,0,1,0.6013637912167911
130,4,14,9.313333333333333,1,0,1,0.6635446218228517
130,4,16,9.313333333333333,1,0,1,0.5431959416714044
130,4,18,9.313333333333333,1,0,1,0.5302647024257938
130,4,20,9.313333333333333,1,0,0,0.4601780920441353
130,4,22,9.313333333333333,1,0,0,0.4777626179575723
130,5,6,9.313333333333333,1,0,0,0.5188922100762363
130,5,8,9.313333333333333,1,0,1,0.590502315998405
130,5,10,9.313333333333333,1,0,1,0.6696351984194885
130,5,12,9.313333333333333,1,0,1,0.6210212199798059
130,5,14,9.313333333333333,1,0,1,0.6999869019532016
130,5,16,9.313333333333333,1,0,1,0.6878639298438739
130,5,18,9.313333333333333,1,0,1,0.6356048085469058
130,5,20,9.313333333333333,1,0,0,0.4996453233065323
130,5,22,9.313333333333333,1,0,0,0.4778314591244419
558,1,6,15.54,1,0,0,0.22146783610907314
558,1,8,15.54,1,0,1,0.32805569282004954
558,1,10,15.54,1,0,1,0.2504209581465783
558,1,12,15.54,1,0,1,0.3100118606207138
558,1,14,15.54,1,0,1,0.26863969526510234
558,1,16,15.54,1,0,1,0.25813508670950625
558,1,18,15.54,1,0,1,0.2855687856018177
558,1,20,15.54,1,0,0,0.18256530710322505
558,1,22,15.54,1,0,0,0.20182902778611272
558,2,6,15.54,1,0,0,0.2555348842964461
558,2,8,15.54,1,0,1,0.47128900531665563
558,2,10,15.54,1,0,1,0.3941105420788692
558,2,12,15.54,1,0,1,0.36471097968029664
558,2,14,15.54,1,0,1,0.4012591964293689
558,2,16,15.54,1,0,1,0.38820687801236686
558,2,18,15.54,1,0,1,0.3838612160186711
558,2,20,15.54,1,0,0,0.32801666800173707
558,2,22,15.54,1,0,0,0.33375030840189224
558,3,6,15.54,1,0,0,0.3617049540955789
558,3,8,15.54,1,0,1,0.47251727037421287
558,3,10,15.54,1,0,1,0.48454793211393427
558,3,12,15.54,1,0,1,0.40347315341057666
558,3,14,15.54,1,0,1,0.43494235751205795
558,3,16,15.54,1,0,1,0.5502249706977811
558,3,18,15.54,1,0,1,0.5613487085400514
558,3,20,15.54,1,0,0,0.37296355841774487
558,3,22,15.54,1,0,0,0.40598727852223065
558,4,6,15.54,1,0,0,0.4748500061817415
558,4,8,15.54,1,0,1,0.7215552323382095
558,4,10,15.54,1,0,1,0.6431829964573831
558,4,12,15.54,1,0,1,0.5932832963407694
558,4,14,15.54,1,0,1,0.560178382375983
558,4,16,15.54,1,0,1,0.5341421471896971
558,4,18,15.54,1,0,1,0.606538545434689
558,4,20,15.54,1,0,0,0.4321459701886279
558,4,22,15.54,1,0,0,0.40550985161609304
558,5,6,15.54,1,0,0,0.4943370846302989
558,5,8,15.54,1,0,1,0.6299380798554243
558,5,10,15.54,1,0,1,0.7406856654029026
558,5,12,15.54,1,0,1,0.7084655902779781
558,5,14,15.54,1,0,1,0.6728810943473353
558,5,16,15.54,1,0,1,0.7323977655556011
558,5,18,15.54,1,0,1,0.6762947323059048
558,5,20,15.54,1,0,0,0.48574863194686946
558,5,22,15.54,1,0,0,0.5811249630907863
501,1,6,12.76,1,0,0,0.24553140174738636
501,1,8,12.76,1,0,1,0.24836015382694174
501,1,10,12.76,1,0,1,0.28223645287665566
501,1,12,12.76,1,0,1,0.25482526986460974
501,1,14,12.76,1,0,1,0.23453801076142655
501,1,16,12.76,1,0,1,0.32689710190126564
501,1,18,12.76,1,0,1,0.36622666561880524
501,1,20,12.76,1,0,0,0.16803229704723435
501,1,22,12.76,1,0,0,0.24649376946762283
501,2,6,12.76,1,0,0,0.27742429723512696
501,2,8,12.76,1,0,1,0.3732149846494122
501,2,10,12.76,1,0,1,0.36900424303044527
501,2,12,12.76,1,0,1,0.3581403692128074
